Name,"Keyword Preview",Location,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
index.docbook,"xml:lang=""en"">To show a «hidden« menubar:</term>","/img_debianFinalProject.E01/vol_vol2/usr/share/help/fi/mate-terminal/index.docbook","2023-04-25 16:19:04 CEST","2024-07-31 19:37:20 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:19 CEST",58716,Allocated,Allocated,unknown,,,text/xml,docbook
03110000.html,"your slides. Notes are «hidden« from the audience when","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/03110000.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",3703,Allocated,Allocated,unknown,,,text/html,html
dashboard-rtl.css,"gets-wrap { overflow: «hidden«; margin: 0 -8px; } #d","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/dashboard-rtl.css","2023-09-26 05:54:20 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",29741,Allocated,Allocated,unknown,,,text/css,css
index.docbook,"bar can be displayed or «hidden« using the
          <","/img_debianFinalProject.E01/vol_vol2/usr/share/help/hr/mate-system-log/index.docbook","2023-12-30 11:48:33 CET","2024-07-31 19:38:08 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:06 CEST",13966,Allocated,Allocated,unknown,,,text/xml,docbook
tixHList.h,": 1;
    unsigned int «hidden«   : 1;
    unsigned int","/img_debianFinalProject.E01/vol_vol2/usr/lib/x86_64-linux-gnu/perl5/5.36/Tk/pTk/tixHList.h","2023-03-23 13:03:24 CET","2024-07-31 19:38:34 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:34 CEST",11335,Allocated,Allocated,unknown,,,text/x-chdr,h
dashboard-rtl.min.css,"ia-«hidden«=true],.community-events[aria-«hidden«=true","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/dashboard-rtl.min.css","2023-09-26 05:54:20 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",22590,Allocated,Allocated,unknown,,,text/css,css
farbtastic-rtl.css,"-8px -8px 0 0; overflow: «hidden«; background: url(../i","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/farbtastic-rtl.css","2019-10-26 02:17:07 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",647,Allocated,Allocated,unknown,,,text/css,css
index.docbook,"ing a note causes all «hidden« notes to be shown.</para>","/img_debianFinalProject.E01/vol_vol2/usr/share/help/cmn/mate-stickynotes-applet/index.docbook","2022-07-23 23:51:50 CEST","2024-07-31 19:36:54 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:36:48 CEST",23709,Allocated,Allocated,unknown,,,text/xml,docbook
04990600.html,"class=""switchinline""
34) span: «hidden«=""true"" id=""MACtextsim","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/04990600.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",3974,Allocated,Allocated,unknown,,,text/html,html
gschemas.compiled,"e-back-button
(i)show-«hidden«-files
(b)side-pane-ba","/img_debianFinalProject.E01/vol_vol2/usr/share/glib-2.0/schemas/gschemas.compiled","2024-09-30 16:40:23 CEST","2024-09-30 16:40:23 CEST","2024-10-08 22:43:20 CEST","2024-09-30 16:40:23 CEST",153861,Allocated,Allocated,unknown,,,application/octet-stream,compiled
nm-applet.mo,"igure VPN
_Connect to «Hidden« Wi-Fi Network
_Delete","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/oc/LC_MESSAGES/nm-applet.mo","2022-11-08 00:03:20 CET","2024-07-31 19:38:25 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:25 CEST",56863,Allocated,Allocated,unknown,,,application/octet-stream,mo
index.docbook,"xml:lang=""en"">To show a «hidden« menubar:</term>","/img_debianFinalProject.E01/vol_vol2/usr/share/help/mg/mate-terminal/index.docbook","2023-04-25 16:19:04 CEST","2024-07-31 19:37:20 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:19 CEST",58766,Allocated,Allocated,unknown,,,text/xml,docbook
04110100.html,"class=""switchinline""
34) span: «hidden«=""true"" id=""IMPRESStex","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/04110100.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",7139,Allocated,Allocated,unknown,,,text/html,html
05100000.html,"class=""switchinline""
42) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/05100000.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",10251,Allocated,Allocated,unknown,,,text/html,html
05120000.html,"class=""switch""
28) span: «hidden«=""true"" id=""DRAWtextsi","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/05120000.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",6937,Allocated,Allocated,unknown,,,text/html,html
05090000m.html,"class=""switchinline""
38) span: «hidden«=""true"" id=""CHARTtexts","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/05090000m.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",5219,Allocated,Allocated,unknown,,,text/html,html
libnma.mo,"Broadband SettingsConnect to «Hidden« Wi-Fi NetworkCountry or","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pt_BR/LC_MESSAGES/libnma.mo","2023-01-09 17:03:20 CET","2024-07-31 19:35:33 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:35:33 CEST",15475,Allocated,Allocated,unknown,,,application/octet-stream,mo
"org.mate.terminal.gschema.xml","value=""1""/>
    <value nick=""«hidden«"" value=""2""/>
  </enum>","/img_debianFinalProject.E01/vol_vol2/usr/share/glib-2.0/schemas/org.mate.terminal.gschema.xml","2023-04-25 16:19:04 CEST","2024-07-31 19:37:20 CEST","2024-09-30 16:40:23 CEST","2024-07-31 19:37:19 CEST",34605,Allocated,Allocated,unknown,,,text/xml,xml
lynx.mo,"Banner.Document has only «hidden« links.  Use the 'l'ist","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pt_BR/LC_MESSAGES/lynx.mo","2023-01-15 15:21:43 CET","2024-07-31 19:36:41 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:36:41 CEST",109313,Allocated,Allocated,unknown,,,application/octet-stream,mo
"10_mate-common.gschema.override","FileChooser:MATE]
show-«hidden«=false
show-size-column=true","/img_debianFinalProject.E01/vol_vol2/usr/share/glib-2.0/schemas/10_mate-common.gschema.override","2021-02-02 10:53:14 CET","2024-07-31 19:37:34 CEST","2024-09-30 16:40:23 CEST","2024-07-31 19:37:34 CEST",2653,Allocated,Allocated,unknown,,,text/plain,override
mate-panel.mo,"Click here to restore «hidden« windows.Click on a window","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pt_BR/LC_MESSAGES/mate-panel.mo","2022-09-23 10:11:45 CEST","2024-07-31 19:36:46 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:36:46 CEST",72012,Allocated,Allocated,unknown,,,application/octet-stream,mo
slide_properties.html,"class=""switchinline""
39) span: «hidden«=""true"" id=""IMPRESStex","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/slide_properties.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",5059,Allocated,Allocated,unknown,,,text/html,html
index.docbook,"xml:lang=""en"">To show a «hidden« menubar:</term>","/img_debianFinalProject.E01/vol_vol2/usr/share/help/yo/mate-terminal/index.docbook","2023-04-25 16:19:04 CEST","2024-07-31 19:37:20 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:19 CEST",58843,Allocated,Allocated,unknown,,,text/xml,docbook
mate-utils.mo,"PaneShow Status BarShow «hidden« and backup filesShow matches","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pt_BR/LC_MESSAGES/mate-utils.mo","2023-12-30 11:48:33 CET","2024-07-31 19:38:08 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:08 CEST",63447,Allocated,Allocated,unknown,,,application/octet-stream,mo
02130000.html,"class=""switchinline""
41) span: «hidden«=""true"" id=""IMPRESStex","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/02130000.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",4305,Allocated,Allocated,unknown,,,text/html,html
index.docbook,"xml:lang=""en"">To show a «hidden« menubar:</term>","/img_debianFinalProject.E01/vol_vol2/usr/share/help/en_CA/mate-terminal/index.docbook","2023-04-25 16:19:04 CEST","2024-07-31 19:37:20 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:19 CEST",58775,Allocated,Allocated,unknown,,,text/xml,docbook
mate-terminal.mo,"""left"", ""right"", and ""«hidden«"".Whether an unlimited","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pt_BR/LC_MESSAGES/mate-terminal.mo","2023-04-25 16:19:04 CEST","2024-07-31 19:37:20 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:19 CEST",71699,Allocated,Allocated,unknown,,,application/octet-stream,mo
gtk30-properties.mo,"last input character in «hidden« entriesHow the size of","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pa/LC_MESSAGES/gtk30-properties.mo","2024-07-19 12:57:06 CEST","2024-09-30 16:28:20 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:28:18 CEST",280834,Allocated,Allocated,unknown,,,application/octet-stream,mo
NetworkManager.mo,"with «hidden« SSID networks, and thus «hidden« SSID networks","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pt_BR/LC_MESSAGES/NetworkManager.mo","2023-03-09 19:42:33 CET","2024-07-31 19:38:23 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:23 CEST",337751,Allocated,Allocated,unknown,,,application/octet-stream,mo
caja.mo,"Toggle the display of «hidden« files in the current","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pa/LC_MESSAGES/caja.mo","2023-12-27 14:44:09 CET","2024-07-31 19:31:47 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:31:47 CEST",171969,Allocated,Allocated,unknown,,,application/octet-stream,mo
slidesorter.html,"class=""switchinline""
29) span: «hidden«=""true"" id=""DRAWtextsi","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/slidesorter.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",3923,Allocated,Allocated,unknown,,,text/html,html
nm-applet.mo,"igure VPN
_Connect to «Hidden« Wi-Fi Network
_Delete","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pt_BR/LC_MESSAGES/nm-applet.mo","2022-11-08 00:03:20 CET","2024-07-31 19:38:25 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:25 CEST",81784,Allocated,Allocated,unknown,,,application/octet-stream,mo
gvfs.mo,"extra informationShow «hidden« filesShow information","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pa/LC_MESSAGES/gvfs.mo","2023-01-09 18:10:14 CET","2024-07-31 19:31:48 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:31:47 CEST",72456,Allocated,Allocated,unknown,,,application/octet-stream,mo
pluma.mo,"(filter nothing), «hidden« (filter «hidden« files), binary","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pt_BR/LC_MESSAGES/pluma.mo","2023-12-30 16:04:26 CET","2024-07-31 19:38:35 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:35 CEST",95993,Allocated,Allocated,unknown,,,application/octet-stream,mo
"B6CC53B0972D295D54F95FA82A5838EC5616B026","===ak(aq,""display"")||""«hidden«""===ak(aq,""visibility"")){return","/img_debianFinalProject.E01/vol_vol2/home/debian/.cache/mozilla/firefox/4xxmsohp.default-esr/cache2/entries/B6CC53B0972D295D54F95FA82A5838EC5616B026","2024-09-28 22:53:16 CEST","2024-09-28 22:53:16 CEST","2024-09-28 22:53:16 CEST","2024-09-28 22:52:34 CEST",73980,Allocated,Allocated,unknown,"d044ef59e6b8243a400ddb0774c52770","b95809052d59666d9af0fbc39c80fddee90e187bda4c2247f170018d58d68337",text/plain,
index.docbook,"ing a note causes all «hidden« notes to be shown.</para>","/img_debianFinalProject.E01/vol_vol2/usr/share/help/kab/mate-stickynotes-applet/index.docbook","2022-07-23 23:51:50 CEST","2024-07-31 19:36:54 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:36:51 CEST",22852,Allocated,Allocated,unknown,,,text/xml,docbook
glib20.mo,"Show help optionsShow «hidden« filesShow information","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pa/LC_MESSAGES/glib20.mo","2024-05-14 12:11:32 CEST","2024-07-31 19:31:54 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:31:54 CEST",139900,Allocated,Allocated,unknown,,,application/octet-stream,mo
util-linux.mo,"(type L to list all): «Hidden« FAT12Hidden FAT16Hidden","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pt_BR/LC_MESSAGES/util-linux.mo","2024-03-28 10:52:12 CET","2024-07-31 19:39:00 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:39:00 CEST",488325,Allocated,Allocated,unknown,,,application/octet-stream,mo
03152000.html,"class=""switchinline""
56) span: «hidden«=""true"" id=""IMPRESStex","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/03152000.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",8878,Allocated,Allocated,unknown,,,text/html,html
04990500.html,"class=""switchinline""
35) span: «hidden«=""true"" id=""IMPRESStex","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/04990500.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",4383,Allocated,Allocated,unknown,,,text/html,html
05130000.html,"class=""switchinline""
40) span: «hidden«=""true"" id=""IMPRESStex","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/05130000.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",4333,Allocated,Allocated,unknown,,,text/html,html
gtk20-properties.mo,"last input character in «hidden« entriesHow the range should","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pa/LC_MESSAGES/gtk20-properties.mo","2024-07-19 12:57:02 CEST","2024-09-30 16:29:20 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:29:19 CEST",226113,Allocated,Allocated,unknown,,,application/octet-stream,mo
bulletandposition.html,"class=""switchinline""
90) span: «hidden«=""true"" id=""IMPRESSbul","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/bulletandposition.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",10232,Allocated,Allocated,unknown,,,text/html,html
install-rtl.css,"height: 84px; overflow: «hidden«; background-image: url(","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/install-rtl.css","2024-06-25 15:56:17 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",6191,Allocated,Allocated,unknown,,,text/css,css
13050300.html,"class=""switchinline""
42) span: «hidden«=""true"" id=""DRAWtextsi","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/13050300.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",6143,Allocated,Allocated,unknown,,,text/html,html
gtksourceview-4.mo,"the language should be «hidden« from the userWhether to","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pa/LC_MESSAGES/gtksourceview-4.mo","2023-01-13 00:36:44 CET","2024-07-31 19:33:51 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:33:51 CEST",51093,Allocated,Allocated,unknown,,,application/octet-stream,mo
"org.mate.panel.toplevel.gschema.xml","panel is automatically «hidden« into a corner of the screen","/img_debianFinalProject.E01/vol_vol2/usr/share/glib-2.0/schemas/org.mate.panel.toplevel.gschema.xml","2022-09-23 10:11:45 CEST","2024-07-31 19:36:47 CEST","2024-09-30 16:40:23 CEST","2024-07-31 19:36:47 CEST",10067,Allocated,Allocated,unknown,,,application/xml,xml
edit-rtl.css,"classes */ .wp-«hidden«-children .wp-«hidden«-child, .ui-tabs-hide","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/edit-rtl.css","2024-07-18 18:15:16 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",37743,Allocated,Allocated,unknown,,,text/css,css
02110000.html,"class=""switchinline""
51) span: «hidden«=""true"" id=""MACtextsim","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/02110000.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",14525,Allocated,Allocated,unknown,,,text/html,html
color-picker-rtl.css,".wp-picker-container .«hidden« { display: none; } /*","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/color-picker-rtl.css","2021-09-03 00:18:00 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",3872,Allocated,Allocated,unknown,,,text/css,css
"customize-controls.min.css",":0}.customize-control-«hidden«{margin:0}.customize-c","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/customize-controls.min.css","2024-05-14 18:49:09 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",59444,Allocated,Allocated,unknown,,,text/css,css
goscaja.xml,"set to display «hidden« files, the «hidden« files are shown","/img_debianFinalProject.E01/vol_vol2/usr/share/help/ast/mate-user-guide/goscaja.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:52 CEST",218706,Allocated,Allocated,unknown,,,text/xml,xml
"org.mate.interface.gschema.xml","automatically shown and «hidden« when the user presses","/img_debianFinalProject.E01/vol_vol2/usr/share/glib-2.0/schemas/org.mate.interface.gschema.xml","2023-04-25 16:35:44 CEST","2024-07-31 19:31:56 CEST","2024-09-30 16:40:23 CEST","2024-07-31 19:31:56 CEST",10031,Allocated,Allocated,unknown,,,application/xml,xml
gosdconfkeys.xml,"automatically shown and «hidden« when the user presses","/img_debianFinalProject.E01/vol_vol2/usr/share/help/ast/mate-user-guide/gosdconfkeys.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:52 CEST",74425,Allocated,Allocated,unknown,,,text/xml,xml
index.docbook,"xml:lang=""en"">To show a «hidden« menubar:</term>","/img_debianFinalProject.E01/vol_vol2/usr/share/help/ru/mate-terminal/index.docbook","2023-04-25 16:19:04 CEST","2024-07-31 19:37:20 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:19 CEST",58749,Allocated,Allocated,unknown,,,text/xml,docbook
dashboard.min.css,"ia-«hidden«=true],.community-events[aria-«hidden«=true","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/dashboard.min.css","2023-09-26 05:54:20 CEST","2024-10-08 22:18:00 CEST","2024-09-30 18:23:45 CEST","2024-09-30 17:56:22 CEST",22594,Allocated,Allocated,unknown,,,text/css,css
04990000.html,"class=""switchinline""
63) span: «hidden«=""true"" id=""IMPRESStex","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/04990000.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",6765,Allocated,Allocated,unknown,,,text/html,html
media.css,"padding: 14px 0; overflow: «hidden«; margin-left: 6px; }","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/media.css","2024-06-02 10:37:09 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",26930,Allocated,Allocated,unknown,,,text/css,css
04030000.html,"class=""switchinline""
50) span: «hidden«=""true"" id=""DRAWtextsi","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/04030000.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",7114,Allocated,Allocated,unknown,,,text/html,html
widgets-rtl.css,"line-height: 1; overflow: «hidden«; white-space: nowrap;","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/widgets-rtl.css","2024-02-07 17:56:13 CET","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",17691,Allocated,Allocated,unknown,,,text/css,css
gospanel.xml,"xml:lang=""en"">To show a «hidden« panel again, click on","/img_debianFinalProject.E01/vol_vol2/usr/share/help/ast/mate-user-guide/gospanel.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:52 CEST",83575,Allocated,Allocated,unknown,,,text/xml,xml
customize-nav-menus.css,"max-width: 100%; overflow: «hidden«; z-index: 8; padding:","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/customize-nav-menus.css","2024-05-14 18:49:09 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",22058,Allocated,Allocated,unknown,,,text/css,css
gosoverview.xml,"xml:id=""filechooser-open-«hidden«""><info><title xml:lan","/img_debianFinalProject.E01/vol_vol2/usr/share/help/ast/mate-user-guide/gosoverview.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:52 CEST",44430,Allocated,Allocated,unknown,,,text/xml,xml
index.docbook,"xml:lang=""en"">To show a «hidden« menubar:</term>","/img_debianFinalProject.E01/vol_vol2/usr/share/help/te/mate-terminal/index.docbook","2023-04-25 16:19:04 CEST","2024-07-31 19:37:20 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:19 CEST",59267,Allocated,Allocated,unknown,,,text/xml,docbook
index.docbook,"<para lang=""en"">Show «hidden« and backup files</par","/img_debianFinalProject.E01/vol_vol2/usr/share/help/yo/mate-search-tool/index.docbook","2023-12-30 11:48:33 CET","2024-07-31 19:38:08 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:08 CEST",25054,Allocated,Allocated,unknown,,,text/xml,docbook
04110200.html,"class=""switchinline""
35) span: «hidden«=""true"" id=""IMPRESStex","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/04110200.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",5045,Allocated,Allocated,unknown,,,text/html,html
libnma.mo,"Broadband SettingsConnect to «Hidden« Wi-Fi NetworkCreate New","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/pa/LC_MESSAGES/libnma.mo","2023-01-09 17:03:20 CET","2024-07-31 19:35:33 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:35:33 CEST",17573,Allocated,Allocated,unknown,,,application/octet-stream,mo
index.docbook,"bar can be displayed or «hidden« using the
          <","/img_debianFinalProject.E01/vol_vol2/usr/share/help/yo/mate-system-log/index.docbook","2023-12-30 11:48:33 CET","2024-07-31 19:38:08 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:08 CEST",14089,Allocated,Allocated,unknown,,,text/xml,docbook
nav-menus-rtl.css,"padding: 10px; overflow: «hidden«; background: #fff; }","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/nav-menus-rtl.css","2024-07-18 18:15:16 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",18214,Allocated,Allocated,unknown,,,text/css,css
remoteconnections.html,"class=""switchinline""
39) span: «hidden«=""true"" id=""MACremotec","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/simpress/01/remoteconnections.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:55 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:43 CEST",7348,Allocated,Allocated,unknown,,,text/html,html
admin-menu-rtl.css,"padding: 0; overflow: «hidden«; outline: none; text-","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/admin-menu-rtl.css","2022-09-14 23:14:14 CEST","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",18628,Allocated,Allocated,unknown,,,text/css,css
goscaja.xml,"set to display «hidden« files, the «hidden« files are shown","/img_debianFinalProject.E01/vol_vol2/usr/share/help/nn/mate-user-guide/goscaja.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:58 CEST",218595,Allocated,Allocated,unknown,,,text/xml,xml
Test.pm,"# ""Your mistake was a «hidden« intention.""
#  -- /Oblique","/img_debianFinalProject.E01/vol_vol2/usr/share/perl/5.36.0/Test.pm","2023-11-25 21:59:54 CET","2024-07-31 19:28:42 CEST","2024-07-31 19:28:39 CEST","2024-07-31 19:28:41 CEST",30042,Allocated,Allocated,unknown,,,text/x-perl,pm
farbtastic.css,"-8px 0 0 -8px; overflow: «hidden«; background: url(../i","/img_debianFinalProject.E01/vol_vol2/var/www/html/wp-admin/css/farbtastic.css","2013-11-17 17:18:11 CET","2024-10-08 22:18:00 CEST","2024-09-30 17:55:19 CEST","2024-09-30 17:56:22 CEST",611,Allocated,Allocated,unknown,,,text/css,css
index.docbook,"xml:lang=""en"">To show a «hidden« menubar:</term>","/img_debianFinalProject.E01/vol_vol2/usr/share/help/cmn/mate-terminal/index.docbook","2023-04-25 16:19:04 CEST","2024-07-31 19:37:20 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:19 CEST",59713,Allocated,Allocated,unknown,,,text/xml,docbook
en-ueb-chardefs.uti,"password fields to represent «hidden« characters


#   Unicode:","/img_debianFinalProject.E01/vol_vol2/usr/share/liblouis/tables/en-ueb-chardefs.uti","2022-12-06 21:56:53 CET","2024-07-31 19:35:18 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:35:17 CEST",27707,Allocated,Allocated,unknown,,,text/plain,uti
