Name,"Keyword Preview",Location,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
goscaja.xml,"set to display «hidden« files, the «hidden« files are shown","/img_debianFinalProject.E01/vol_vol2/usr/share/help/tr/mate-user-guide/goscaja.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:00 CEST",211216,Allocated,Allocated,unknown,,,text/xml,xml
redlining_enter.html,"class=""switchinline""
55) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/redlining_enter.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",8956,Allocated,Allocated,unknown,,,text/html,html
libnma.mo,"Broadband SettingsConnect to «Hidden« Wi-Fi NetworkCreate New","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/as/LC_MESSAGES/libnma.mo","2023-01-09 17:03:20 CET","2024-07-31 19:35:33 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:35:33 CEST",9364,Allocated,Allocated,unknown,,,application/octet-stream,mo
language_select.html,"class=""switchinline""
52) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/language_select.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",20661,Allocated,Allocated,unknown,,,text/html,html
textmode_change.html,"class=""switch""
32) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/textmode_change.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",6318,Allocated,Allocated,unknown,,,text/html,html
gs_cidcm.ps,"them.
% First we define a «hidden« procset .prs_dict containing","/img_debianFinalProject.E01/vol_vol2/usr/share/ghostscript/10.00.0/Resource/Init/gs_cidcm.ps","2024-08-24 21:29:52 CEST","2024-09-30 16:27:42 CEST","2024-09-30 16:27:33 CEST","2024-09-30 16:27:42 CEST",16827,Allocated,Allocated,unknown,,,text/x-matlab,ps
index.docbook,"ing a note causes all «hidden« notes to be shown.</para>","/img_debianFinalProject.E01/vol_vol2/usr/share/help/sk/mate-stickynotes-applet/index.docbook","2022-07-23 23:51:50 CEST","2024-07-31 19:36:54 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:36:52 CEST",22662,Allocated,Allocated,unknown,,,text/xml,docbook
database_main.html,"class=""switchinline""
38) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/database_main.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",6711,Allocated,Allocated,unknown,,,text/html,html
floating_toolbar.html,"toolbar opens.

Toolbars are «hidden« by default when the Notebook","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/floating_toolbar.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",10219,Allocated,Allocated,unknown,,,text/html,html
goscaja.xml,"set to display «hidden« files, the «hidden« files are shown","/img_debianFinalProject.E01/vol_vol2/usr/share/help/eo/mate-user-guide/goscaja.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:54 CEST",218659,Allocated,Allocated,unknown,,,text/xml,xml
numbering_stop.html,"class=""switch""
34) span: «hidden«=""true"" id=""CALCtextsh","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/numbering_stop.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",9532,Allocated,Allocated,unknown,,,text/html,html
gosdconfkeys.xml,"automatically shown and «hidden« when the user presses","/img_debianFinalProject.E01/vol_vol2/usr/share/help/eo/mate-user-guide/gosdconfkeys.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:54 CEST",74424,Allocated,Allocated,unknown,,,text/xml,xml
mate-panel.mo,"Click here to restore «hidden« windows.Click on a window","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/as/LC_MESSAGES/mate-panel.mo","2022-09-23 10:11:45 CEST","2024-07-31 19:36:46 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:36:46 CEST",97392,Allocated,Allocated,unknown,,,application/octet-stream,mo
gs_diskn.ps,"odef % must be bound and «hidden« for .forceput
% Modify","/img_debianFinalProject.E01/vol_vol2/usr/share/ghostscript/10.00.0/Resource/Init/gs_diskn.ps","2024-08-24 21:29:52 CEST","2024-09-30 16:27:42 CEST","2024-09-30 16:27:33 CEST","2024-09-30 16:27:42 CEST",6867,Allocated,Allocated,unknown,,,text/x-matlab,ps
gosdconfkeys.xml,"automatically shown and «hidden« when the user presses","/img_debianFinalProject.E01/vol_vol2/usr/share/help/tr/mate-user-guide/gosdconfkeys.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:00 CEST",76936,Allocated,Allocated,unknown,,,text/xml,xml
"dragdrop_fromgallery.html","class=""switchinline""
40) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/dragdrop_fromgallery.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",7080,Allocated,Allocated,unknown,,,text/html,html
gs_lev2.ps,"odef % must be bound and «hidden« for .forceput
/setuserparams","/img_debianFinalProject.E01/vol_vol2/usr/share/ghostscript/10.00.0/Resource/Init/gs_lev2.ps","2024-08-24 21:29:52 CEST","2024-09-30 16:27:42 CEST","2024-09-30 16:27:33 CEST","2024-09-30 16:27:42 CEST",43883,Allocated,Allocated,unknown,,,text/x-matlab,ps
undo_formatting.html,"class=""switchinline""
45) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/undo_formatting.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",8282,Allocated,Allocated,unknown,,,text/html,html
gospanel.xml,"xml:lang=""en"">To show a «hidden« panel again, click on","/img_debianFinalProject.E01/vol_vol2/usr/share/help/eo/mate-user-guide/gospanel.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:54 CEST",83558,Allocated,Allocated,unknown,,,text/xml,xml
gosoverview.xml,"xml:id=""filechooser-open-«hidden«""><info><title>Gizli dosyalar","/img_debianFinalProject.E01/vol_vol2/usr/share/help/tr/mate-user-guide/gosoverview.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:00 CEST",47915,Allocated,Allocated,unknown,,,text/xml,xml
border_table.html,"class=""switch""
78) span: «hidden«=""true"" id=""WRITERtext","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/border_table.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",8316,Allocated,Allocated,unknown,,,text/html,html
gosoverview.xml,"xml:id=""filechooser-open-«hidden«""><info><title xml:lan","/img_debianFinalProject.E01/vol_vol2/usr/share/help/eo/mate-user-guide/gosoverview.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:54 CEST",44470,Allocated,Allocated,unknown,,,text/xml,xml
border_paragraph.html,"class=""switch""
77) span: «hidden«=""true"" id=""WRITERtext","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/border_paragraph.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",8405,Allocated,Allocated,unknown,,,text/html,html
mate-utils.mo,"PaneShow Status BarShow «hidden« and backup filesShow matches","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/as/LC_MESSAGES/mate-utils.mo","2023-12-30 11:48:33 CET","2024-07-31 19:38:08 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:08 CEST",83746,Allocated,Allocated,unknown,,,application/octet-stream,mo
README.dosfstools-2.x,"the system name; the '«hidden«' field is
   32 bit for","/img_debianFinalProject.E01/vol_vol2/usr/share/doc/dosfstools/README.dosfstools-2.x","2021-02-08 02:13:30 CET","2024-07-31 19:32:26 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:32:26 CEST",2912,Allocated,Allocated,unknown,,,text/plain,x
gs_epsf.ps,"forceput must be bound and «hidden«
% Parse 4 numbers for","/img_debianFinalProject.E01/vol_vol2/usr/share/ghostscript/10.00.0/Resource/Init/gs_epsf.ps","2024-08-24 21:29:52 CEST","2024-09-30 16:27:42 CEST","2024-09-30 16:27:33 CEST","2024-09-30 16:27:42 CEST",12256,Allocated,Allocated,unknown,,,text/x-matlab,ps
partman,"parted_server: OUT: «hidden«


parted_server: OUT:","/img_debianFinalProject.E01/vol_vol2/var/log/installer/partman","2024-07-31 21:56:25 CEST","2024-07-31 21:56:25 CEST","2024-07-31 21:56:25 CEST","2024-07-31 21:56:25 CEST",83843,Allocated,Allocated,unknown,,,text/plain,
gs_init.ps,"def % must be bound and «hidden« for .forceundef
/tempfilepaths","/img_debianFinalProject.E01/vol_vol2/usr/share/ghostscript/10.00.0/Resource/Init/gs_init.ps","2024-08-24 21:29:52 CEST","2024-09-30 16:27:42 CEST","2024-09-30 16:27:33 CEST","2024-09-30 16:27:42 CEST",94573,Allocated,Allocated,unknown,,,text/x-matlab,ps
measurement_units.html,"class=""switchinline""
42) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/measurement_units.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",6134,Allocated,Allocated,unknown,,,text/html,html
"cmis-remote-files-setup.html","tchinline""
101) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/cmis-remote-files-setup.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",21107,Allocated,Allocated,unknown,,,text/html,html
standard_template.html,"class=""switch""
73) span: «hidden«=""true"" id=""CALCtextsh","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/standard_template.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",13746,Allocated,Allocated,unknown,,,text/html,html
"insert_graphic_drawit.html","class=""switchinline""
56) span: «hidden«=""true"" id=""DRAWtextsh","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/insert_graphic_drawit.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",13643,Allocated,Allocated,unknown,,,text/html,html
gs_fntem.ps,"odef % must be bound and «hidden« for .forceput
currentdict","/img_debianFinalProject.E01/vol_vol2/usr/share/ghostscript/10.00.0/Resource/Init/gs_fntem.ps","2024-08-24 21:29:52 CEST","2024-09-30 16:27:42 CEST","2024-09-30 16:27:33 CEST","2024-09-30 16:27:42 CEST",11389,Allocated,Allocated,unknown,,,text/x-matlab,ps
data_report.html,"statement, database name, the «hidden« form controls, or the","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/data_report.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",7183,Allocated,Allocated,unknown,,,text/html,html
export_ms.html,"class=""switchinline""
55) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/export_ms.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",5938,Allocated,Allocated,unknown,,,text/html,html
pluma.mo,"(filter nothing), «hidden« (filter «hidden« files), binary","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/as/LC_MESSAGES/pluma.mo","2023-12-30 16:04:26 CET","2024-07-31 19:38:35 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:35 CEST",112217,Allocated,Allocated,unknown,,,application/octet-stream,mo
gst-plugins-base-1.0.mo,"imageInclude devices from «hidden« device providers.Initial","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/zh_CN/LC_MESSAGES/gst-plugins-base-1.0.mo","2024-05-25 10:07:46 CEST","2024-07-31 19:29:15 CEST","2024-07-31 19:29:11 CEST","2024-07-31 19:29:15 CEST",18268,Allocated,Allocated,unknown,,,application/octet-stream,mo
main.html,"class=""switch""
58) span: «hidden«=""true"" id=""WINtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/main.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",27628,Allocated,Allocated,unknown,,,text/html,html
print_faster.html,"class=""switchinline""
43) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/print_faster.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",6403,Allocated,Allocated,unknown,,,text/html,html
hyperlink_insert.html,"class=""switch""
59) span: «hidden«=""true"" id=""WRITERtext","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/hyperlink_insert.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",6313,Allocated,Allocated,unknown,,,text/html,html
breaking_lines.html,"class=""switchinline""
41) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/breaking_lines.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",7057,Allocated,Allocated,unknown,,,text/html,html
index.docbook,"<para lang=""en"">Show «hidden« and backup files</par","/img_debianFinalProject.E01/vol_vol2/usr/share/help/eo/mate-search-tool/index.docbook","2023-12-30 11:48:33 CET","2024-07-31 19:38:08 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:05 CEST",25000,Allocated,Allocated,unknown,,,text/xml,docbook
index.docbook,"<para lang=""en"">Include «hidden« and backup files in the","/img_debianFinalProject.E01/vol_vol2/usr/share/help/tr/mate-search-tool/index.docbook","2023-12-30 11:48:33 CET","2024-07-31 19:38:08 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:08 CEST",26981,Allocated,Allocated,unknown,,,text/xml,docbook
aaa_start.html,"class=""switchinline""
36) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/aaa_start.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",6491,Allocated,Allocated,unknown,,,text/html,html
navigator_setcursor.html,"class=""switch""
55) span: «hidden«=""true"" id=""WRITERtext","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/navigator_setcursor.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",6126,Allocated,Allocated,unknown,,,text/html,html
index.docbook,"bar can be displayed or «hidden« using the
          <","/img_debianFinalProject.E01/vol_vol2/usr/share/help/tr/mate-system-log/index.docbook","2023-12-30 11:48:33 CET","2024-07-31 19:38:08 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:08 CEST",16141,Allocated,Allocated,unknown,,,text/xml,docbook
hyperlink_edit.html,"class=""switchinline""
36) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/hyperlink_edit.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",8578,Allocated,Allocated,unknown,,,text/html,html
prism-vim.js,"ght|helplang|hf|hh|hi|«hidden«|highlight|hk|hkmap|hk","/img_debianFinalProject.E01/vol_vol2/usr/share/nodejs/prismjs/components/prism-vim.js","2022-08-29 10:37:28 CEST","2024-07-31 19:36:09 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:36:09 CEST",14252,Allocated,Allocated,unknown,,,text/javascript,js
prism-vim.min.js,"ght|helplang|hf|hh|hi|«hidden«|highlight|hk|hkmap|hk","/img_debianFinalProject.E01/vol_vol2/usr/share/nodejs/prismjs/components/prism-vim.min.js","2022-08-29 10:37:28 CEST","2024-07-31 19:36:09 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:36:09 CEST",14208,Allocated,Allocated,unknown,,,text/javascript,js
index.docbook,"bar can be displayed or «hidden« using the
          <","/img_debianFinalProject.E01/vol_vol2/usr/share/help/eo/mate-system-log/index.docbook","2023-12-30 11:48:33 CET","2024-07-31 19:38:08 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:38:05 CEST",14009,Allocated,Allocated,unknown,,,text/xml,docbook
accessibility.html,"class=""switchinline""
44) span: «hidden«=""true"" id=""UNIXtextsh","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/accessibility.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",8444,Allocated,Allocated,unknown,,,text/html,html
goscaja.xml,"set to display «hidden« files, the «hidden« files are shown","/img_debianFinalProject.E01/vol_vol2/usr/share/help/cs/mate-user-guide/goscaja.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:53 CEST",216266,Allocated,Allocated,unknown,,,text/xml,xml
"copytable2application.html","class=""switch""
49) span: «hidden«=""true"" id=""WRITERtext","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/copytable2application.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",6377,Allocated,Allocated,unknown,,,text/html,html
"copytext2application.html","class=""switchinline""
41) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/copytext2application.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",8037,Allocated,Allocated,unknown,,,text/html,html
email.html,"class=""switchinline""
44) span: «hidden«=""true"" id=""UNIXtextsh","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/email.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",5940,Allocated,Allocated,unknown,,,text/html,html
gtk30-properties.mo,"last input character in «hidden« entriesHow the size of","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/zh_CN/LC_MESSAGES/gtk30-properties.mo","2024-07-19 12:57:06 CEST","2024-09-30 16:28:20 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:28:19 CEST",186430,Allocated,Allocated,unknown,,,application/octet-stream,mo
redlining_protect.html,"class=""switch""
53) span: «hidden«=""true"" id=""WRITERtext","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/redlining_protect.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",6132,Allocated,Allocated,unknown,,,text/html,html
gosdconfkeys.xml,"automatically shown and «hidden« when the user presses","/img_debianFinalProject.E01/vol_vol2/usr/share/help/cs/mate-user-guide/gosdconfkeys.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:53 CEST",74400,Allocated,Allocated,unknown,,,text/xml,xml
insert_specialchar.html,"class=""switchinline""
45) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/insert_specialchar.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",7355,Allocated,Allocated,unknown,,,text/html,html
gosoverview.xml,"xml:id=""filechooser-open-«hidden«""><info><title>Zobrazen","/img_debianFinalProject.E01/vol_vol2/usr/share/help/cs/mate-user-guide/gosoverview.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:53 CEST",44379,Allocated,Allocated,unknown,,,text/xml,xml
caja.mo,"backup filesWhether to show «hidden« filesWhiteWidth of the","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/az/LC_MESSAGES/caja.mo","2023-12-27 14:44:09 CET","2024-07-31 19:31:47 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:31:46 CEST",54525,Allocated,Allocated,unknown,,,application/octet-stream,mo
gtk30-properties.mo,"be clickedWhether the «hidden« files and folders should","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/az/LC_MESSAGES/gtk30-properties.mo","2024-07-19 12:57:06 CEST","2024-09-30 16:28:20 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:28:18 CEST",82989,Allocated,Allocated,unknown,,,application/octet-stream,mo
space_hyphen.html,"class=""switchinline""
43) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/space_hyphen.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",7656,Allocated,Allocated,unknown,,,text/html,html
udisks2.mo,"npart-type
«Hidden« FAT12part-type
«Hidden« FAT16part-type","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/zh_CN/LC_MESSAGES/udisks2.mo","2022-12-07 17:02:25 CET","2024-07-31 19:31:52 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:31:52 CEST",37519,Allocated,Allocated,unknown,,,application/octet-stream,mo
gospanel.xml,"xml:lang=""en"">To show a «hidden« panel again, click on","/img_debianFinalProject.E01/vol_vol2/usr/share/help/cs/mate-user-guide/gospanel.xml","2021-12-10 21:45:01 CET","2024-07-31 19:38:02 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:37:53 CEST",81737,Allocated,Allocated,unknown,,,text/xml,xml
data_search2.html,"class=""switchinline""
41) span: «hidden«=""true"" id=""MACtextsha","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/guide/data_search2.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:53 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:41 CEST",8266,Allocated,Allocated,unknown,,,text/html,html
main0208.html,"class=""switchinline""
53) span: «hidden«=""true"" id=""CALCtextsh","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/main0208.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",5112,Allocated,Allocated,unknown,,,text/html,html
caja.mo,"(~).If set to true, then «hidden« files are shown by default","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/zh_CN/LC_MESSAGES/caja.mo","2023-12-27 14:44:09 CET","2024-07-31 19:31:47 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:31:47 CEST",143704,Allocated,Allocated,unknown,,,application/octet-stream,mo
main0201.html,"Formatting Marks

Shows «hidden« formatting symbols in","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/main0201.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",42338,Allocated,Allocated,unknown,,,text/html,html
mate-desktop.mo,"automatically shown and «hidden« when the user presses","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/zh_CN/LC_MESSAGES/mate-desktop.mo","2023-04-25 16:35:44 CEST","2024-07-31 19:31:56 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:31:56 CEST",36155,Allocated,Allocated,unknown,,,application/octet-stream,mo
prism-autohotkey.js,"GuiEscape|GuiSize|Hdr|«Hidden«|Hide|High|HKCC|HKCR|H","/img_debianFinalProject.E01/vol_vol2/usr/share/nodejs/prismjs/components/prism-autohotkey.js","2022-08-29 10:37:28 CEST","2024-07-31 19:36:09 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:36:07 CEST",9030,Allocated,Allocated,unknown,,,text/javascript,js
main0204.html,"class=""switchinline""
95) span: «hidden«=""true"" id=""CALCtextsw","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/main0204.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",15611,Allocated,Allocated,unknown,,,text/html,html
glib20.mo,"changesMount a TCRYPT «hidden« volumeMount a TCRYPT system","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/zh_CN/LC_MESSAGES/glib20.mo","2024-05-14 12:11:32 CEST","2024-07-31 19:31:54 CEST","2024-07-31 19:29:45 CEST","2024-07-31 19:31:54 CEST",124967,Allocated,Allocated,unknown,,,application/octet-stream,mo
main0227.html,"class=""switch""
35) span: «hidden«=""true"" id=""IMPRESStex","/img_debianFinalProject.E01/vol_vol2/usr/share/libreoffice/help/en-US/text/shared/main0227.html","2024-08-22 18:44:46 CEST","2024-09-30 16:30:54 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:30:42 CEST",14943,Allocated,Allocated,unknown,,,text/html,html
gtk20-properties.mo,"be clickedWhether the «hidden« files and folders should","/img_debianFinalProject.E01/vol_vol2/usr/share/locale/az/LC_MESSAGES/gtk20-properties.mo","2024-07-19 12:57:02 CEST","2024-09-30 16:29:20 CEST","2024-09-30 16:28:07 CEST","2024-09-30 16:29:17 CEST",92259,Allocated,Allocated,unknown,,,application/octet-stream,mo
